index	file	K	budget	attack	selector	victim	method	run_name	estimate	walltime	command
105	cross_105_k3_gradmatch_b0_002_sconvnet_avgg13_greedy.sh	3	0.002	gradmatch	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
106	cross_106_k3_gradmatch_b0_002_sresnet20_aconvnet_greedy.sh	3	0.002	gradmatch	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
107	cross_107_k3_gradmatch_b0_002_sresnet20_aresnet20_greedy.sh	3	0.002	gradmatch	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
108	cross_108_k3_gradmatch_b0_002_sresnet20_avgg13_greedy.sh	3	0.002	gradmatch	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K3_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
109	cross_109_k3_gradmatch_b0_002_svgg13_aconvnet_greedy.sh	3	0.002	gradmatch	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
110	cross_110_k3_gradmatch_b0_002_svgg13_aresnet20_greedy.sh	3	0.002	gradmatch	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K3_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
111	cross_111_k3_gradmatch_b0_002_svgg13_avgg13_greedy.sh	3	0.002	gradmatch	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
112	cross_112_k3_gradmatch_b0_002_sconvnet_aconvnet_dpp.sh	3	0.002	gradmatch	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
113	cross_113_k3_gradmatch_b0_002_sconvnet_aresnet20_dpp.sh	3	0.002	gradmatch	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
114	cross_114_k3_gradmatch_b0_002_sconvnet_avgg13_dpp.sh	3	0.002	gradmatch	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K3_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
115	cross_115_k3_gradmatch_b0_002_sresnet20_aconvnet_dpp.sh	3	0.002	gradmatch	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
116	cross_116_k3_gradmatch_b0_002_sresnet20_aresnet20_dpp.sh	3	0.002	gradmatch	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
117	cross_117_k3_gradmatch_b0_002_sresnet20_avgg13_dpp.sh	3	0.002	gradmatch	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K3_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
118	cross_118_k3_gradmatch_b0_002_svgg13_aconvnet_dpp.sh	3	0.002	gradmatch	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
119	cross_119_k3_gradmatch_b0_002_svgg13_aresnet20_dpp.sh	3	0.002	gradmatch	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K3_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
120	cross_120_k3_gradmatch_b0_002_svgg13_avgg13_dpp.sh	3	0.002	gradmatch	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K3_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
121	cross_121_k20_gradmatch_b0_002_sconvnet_aresnet20_random.sh	20	0.002	gradmatch	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
122	cross_122_k20_gradmatch_b0_002_sconvnet_avgg13_random.sh	20	0.002	gradmatch	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
123	cross_123_k20_gradmatch_b0_002_sresnet20_aconvnet_random.sh	20	0.002	gradmatch	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
124	cross_124_k20_gradmatch_b0_002_sresnet20_avgg13_random.sh	20	0.002	gradmatch	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
125	cross_125_k20_gradmatch_b0_002_svgg13_aconvnet_random.sh	20	0.002	gradmatch	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
126	cross_126_k20_gradmatch_b0_002_svgg13_aresnet20_random.sh	20	0.002	gradmatch	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
127	cross_127_k20_gradmatch_b0_002_sconvnet_aresnet20_greedy.sh	20	0.002	gradmatch	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
128	cross_128_k20_gradmatch_b0_002_sconvnet_avgg13_greedy.sh	20	0.002	gradmatch	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
129	cross_129_k20_gradmatch_b0_002_sresnet20_aconvnet_greedy.sh	20	0.002	gradmatch	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
130	cross_130_k20_gradmatch_b0_002_sresnet20_avgg13_greedy.sh	20	0.002	gradmatch	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
131	cross_131_k20_gradmatch_b0_002_svgg13_aconvnet_greedy.sh	20	0.002	gradmatch	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
132	cross_132_k20_gradmatch_b0_002_svgg13_aresnet20_greedy.sh	20	0.002	gradmatch	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
133	cross_133_k20_gradmatch_b0_002_sconvnet_aresnet20_dpp.sh	20	0.002	gradmatch	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
134	cross_134_k20_gradmatch_b0_002_sconvnet_avgg13_dpp.sh	20	0.002	gradmatch	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
135	cross_135_k20_gradmatch_b0_002_sresnet20_aconvnet_dpp.sh	20	0.002	gradmatch	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
136	cross_136_k20_gradmatch_b0_002_sresnet20_avgg13_dpp.sh	20	0.002	gradmatch	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
137	cross_137_k20_gradmatch_b0_002_svgg13_aconvnet_dpp.sh	20	0.002	gradmatch	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
138	cross_138_k20_gradmatch_b0_002_svgg13_aresnet20_dpp.sh	20	0.002	gradmatch	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
139	cross_139_k1_sapa_b0_002_sconvnet_aconvnet_random.sh	1	0.002	sapa	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
140	cross_140_k1_sapa_b0_002_sconvnet_aresnet20_random.sh	1	0.002	sapa	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
141	cross_141_k1_sapa_b0_002_sconvnet_avgg13_random.sh	1	0.002	sapa	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
142	cross_142_k1_sapa_b0_002_sresnet20_aconvnet_random.sh	1	0.002	sapa	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
143	cross_143_k1_sapa_b0_002_sresnet20_aresnet20_random.sh	1	0.002	sapa	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
144	cross_144_k1_sapa_b0_002_sresnet20_avgg13_random.sh	1	0.002	sapa	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
145	cross_145_k1_sapa_b0_002_svgg13_aconvnet_random.sh	1	0.002	sapa	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
146	cross_146_k1_sapa_b0_002_svgg13_aresnet20_random.sh	1	0.002	sapa	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_sapa_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
147	cross_147_k1_sapa_b0_002_svgg13_avgg13_random.sh	1	0.002	sapa	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_sapa_random_dog-bird_b0.002_eps8_seed42_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
148	cross_148_k1_sapa_b0_002_sconvnet_aconvnet_greedy.sh	1	0.002	sapa	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
149	cross_149_k1_sapa_b0_002_sconvnet_aresnet20_greedy.sh	1	0.002	sapa	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
150	cross_150_k1_sapa_b0_002_sconvnet_avgg13_greedy.sh	1	0.002	sapa	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
151	cross_151_k1_sapa_b0_002_sresnet20_aconvnet_greedy.sh	1	0.002	sapa	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
152	cross_152_k1_sapa_b0_002_sresnet20_aresnet20_greedy.sh	1	0.002	sapa	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
153	cross_153_k1_sapa_b0_002_sresnet20_avgg13_greedy.sh	1	0.002	sapa	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_worst0.05_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
154	cross_154_k1_sapa_b0_002_svgg13_aconvnet_greedy.sh	1	0.002	sapa	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_worst0.05_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
155	cross_155_k1_sapa_b0_002_svgg13_aresnet20_greedy.sh	1	0.002	sapa	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_sapa_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_worst0.05_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=sapa MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
